URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/uv/shorthand/ValueSet/PositionRatingVS,3.0.0,draft,,PositionRatingVS,,"",,"SCT"
